,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
2181,600751.SH,20190531,3.2,0.6524,1.0763,0.76,154.0076,56.4554,0.6846,0.0276,0.0273,289933.7783,257318.9052,155977.7826,927788.0906,823420.4966
2182,600576.SH,20190531,4.4,0.2871,0.5281,0.81,191.0165,173.3506,1.4387,3.7822,3.7961,61940.2409,52587.7965,28584.7984,272537.06,231386.3046
2183,300092.SZ,20190531,7.85,3.1196,4.4222,1.46,265.8423,85.0578,3.2924,3.8231,3.5807,23159.9,16719.3164,11794.3841,181805.215,131246.6337
2184,600798.SH,20190531,3.64,0.5895,0.9163,0.83,18.6387,17.9459,1.2892,1.7083,1.664,120653.4201,103085.0948,66318.2103,439178.4492,375229.7451
2185,002418.SZ,20190531,4.03,1.5841,2.8919,0.65,,,4.192,1.5693,1.7363,113640.0,100271.8874,54926.7342,457969.2,404095.7062
2186,600817.SH,20190531,7.98,0.3358,0.5008,0.84,257.0088,273.1031,12.6271,25.7748,28.879,16091.0082,15567.9074,10438.9097,128406.2454,124231.9011
2187,002850.SZ,20190531,20.14,0.8268,0.9567,0.54,51.398,51.1704,1.8583,2.1143,2.0195,21000.0,9289.8133,8028.6112,422940.0,187096.8399
2188,002777.SZ,20190531,30.41,0.5867,1.0712,0.65,44.2047,42.1818,5.077,6.0719,6.0396,17254.0592,14614.0,8004.0,524695.9403,444411.74
2189,002256.SZ,20190531,3.14,1.2212,1.8603,1.47,,,3.0988,9.7921,11.4027,188241.1872,138895.7513,91180.4045,591077.3278,436132.6591
2190,002896.SZ,20190531,27.9,1.1758,1.6905,1.17,30.6273,29.9484,3.6921,3.7259,3.4556,8000.0,3425.0,2382.23,223200.0,95557.5
2191,000631.SZ,20190531,3.02,0.1218,0.4392,0.93,7.148,8.6344,1.2038,2.7051,3.3509,243251.9168,243251.9168,67446.4427,734620.7887,734620.7887
2192,002097.SZ,20190531,6.41,0.5568,0.7106,0.92,16.2478,14.6414,1.4698,1.2118,1.1246,108810.8465,85858.2618,67280.903,697477.5261,550351.4581
2193,603669.SH,20190531,11.35,0.2954,0.7923,1.71,22.6126,22.1882,2.9216,2.4747,2.4173,36400.0,36400.0,13569.4043,413140.0,413140.0
2194,600588.SH,20190531,22.83,0.5026,1.0471,0.65,92.7228,70.7462,9.7447,7.3679,7.2015,248613.4575,246648.5099,118382.0772,5675845.2347,5630985.481
2195,002855.SZ,20190531,10.03,5.0555,5.9888,0.61,86.0046,85.4669,2.048,1.145,1.0556,25147.79,8340.0,7040.4,252232.3337,83650.2
2196,002865.SZ,20190531,19.15,5.0504,5.0504,0.82,55.7035,,2.7932,2.5821,3.0028,12168.0,3810.0,3810.0,233017.2,72961.5
2197,000785.SZ,20190531,9.37,0.9028,1.5373,0.9,35.4711,53.6468,1.9699,0.5821,0.5863,25122.1698,25109.3698,14746.5904,235394.731,235274.795
2198,603368.SH,20190531,34.51,0.6052,0.8389,1.8,16.9271,15.5385,2.3423,0.7632,0.7216,25907.3441,25907.3441,18690.7159,894062.4449,894062.4449
2199,002292.SZ,20190531,6.49,0.81,1.105,0.78,,,2.2336,3.1016,3.1791,135715.9525,81345.3084,59625.6923,880796.5317,527931.0515
2200,603088.SH,20190531,14.49,1.6754,4.5146,1.35,40.1479,36.7851,3.0449,4.7185,4.4771,11200.0,11200.0,4156.3903,162288.0,162288.0
2201,300228.SZ,20190531,6.19,3.0508,3.1616,0.87,229.0067,213.5835,1.6208,2.0315,1.8683,47437.5992,41382.7692,39932.2892,293638.739,256159.3413
2202,600146.SH,20190531,14.58,10.2531,10.8671,1.4,,,6.2972,3.1686,3.5351,46997.0,20000.0,18870.0,685216.26,291600.0
2203,300001.SZ,20190531,17.8,0.4795,0.9557,1.0,99.2026,112.087,5.6193,3.0078,3.0719,99757.0075,92472.1097,46399.8782,1775674.7335,1646003.5527
2204,600311.SH,20190531,3.6,3.3452,4.0186,1.43,,,3.3728,29.1379,35.5367,66560.0,66560.0,55407.3266,239616.0,239616.0
2205,000887.SZ,20190531,9.59,0.3813,0.7164,0.91,10.4866,11.1641,1.3882,0.9466,0.977,122082.0095,121844.5172,64851.8595,1170766.4711,1168488.9199
2206,002362.SZ,20190531,15.74,2.3241,3.1214,1.53,215.3273,,3.9505,4.5713,4.4202,21703.1292,17789.7801,13245.2747,341607.2536,280011.1388
2207,600703.SH,20190531,10.72,2.0147,3.8041,0.62,15.4482,17.6079,1.9997,5.227,5.3655,407842.4928,407842.4928,216005.5695,4372071.5228,4372071.5228
2208,002607.SZ,20190531,12.13,1.3057,1.6043,1.44,64.8897,59.9051,45.1934,11.9947,12.2418,616739.9389,82033.596,66763.9399,7481055.4589,995067.5195
2209,600281.SH,20190531,4.88,5.3856,9.6528,0.99,,,5.8631,3.5571,3.7924,51440.2025,51440.2025,28699.9819,251028.1882,251028.1882
2210,002661.SZ,20190531,14.09,0.4846,0.918,0.76,25.0385,26.8912,2.0437,1.6297,1.5655,33036.8675,32445.7746,17127.2371,465489.4631,457160.9641
2211,000001.SZ,20190531,12.18,0.4,0.9512,0.92,8.4268,8.1474,0.9202,1.7918,1.726,1717041.1366,1717024.6773,722055.496,20913561.0438,20913360.5695
2212,002130.SZ,20190531,4.96,2.1169,2.4202,1.18,305.0952,270.51,2.3295,1.7755,1.6531,126184.9062,99407.7355,86948.954,625877.1348,493062.3681
2213,603789.SH,20190531,13.69,1.0592,3.2104,1.12,,,3.4399,5.9741,4.7275,26000.0,26000.0,8577.955,355940.0,355940.0
2214,600696.SH,20190531,7.9,0.3184,0.5786,0.4,139.9807,175.0157,9.0006,2.4442,2.4566,34056.555,34056.555,18740.9843,269046.7845,269046.7845
2215,603727.SH,20190531,18.65,5.2665,6.0083,2.4,610.5057,87.2896,1.8418,11.0099,8.1055,23414.5,9487.0,8315.78,436680.425,176932.55
2216,002066.SZ,20190531,8.42,0.7277,1.2155,0.78,112.5244,105.6481,4.4922,0.5137,0.4853,23100.0,23100.0,13830.2535,194502.0,194502.0
2217,002939.SZ,20190531,13.08,8.6331,8.6331,0.53,69.306,53.3535,2.41,14.7432,12.6414,310340.5351,31034.0536,31034.0536,4059254.1991,405925.4211
2218,000815.SZ,20190531,11.3,6.7421,8.9868,0.76,177.5702,256.993,3.8696,7.4918,7.7646,69526.3035,31680.0,23766.8952,785647.2296,357984.0
2219,601128.SH,20190531,7.24,1.1985,1.1985,0.7,13.3542,12.693,1.261,3.4075,3.2682,274085.5925,151531.696,151531.696,1984379.6897,1097089.479
2220,603187.SH,20190531,31.2,10.4007,10.4007,2.03,25.0858,21.992,2.699,2.8837,2.5942,11200.0,2800.0,2800.0,349440.0,87360.0
2221,002702.SZ,20190531,4.96,5.4937,6.6133,1.04,68.3365,66.8718,3.0057,2.0835,1.9954,48076.0,31883.5,26486.0,238456.96,158142.16
2222,002287.SZ,20190531,27.13,0.0662,0.6514,0.55,34.7472,33.9282,5.16,9.1297,8.9328,40826.6,40600.0,4127.0,1107625.658,1101478.0
2223,300455.SZ,20190531,7.7,0.6862,1.4169,1.1,51.8644,51.7367,5.3417,12.5627,12.1879,50960.0,50042.46,24234.5425,392392.0,385326.942
2224,002797.SZ,20190531,6.22,0.9116,1.6344,0.62,175.1836,63.8972,2.4666,12.3086,10.1939,350240.0,350240.0,195348.9014,2178492.8,2178492.8
2225,300578.SZ,20190531,23.98,6.5944,7.6425,0.91,248.6317,92.9772,4.078,17.944,13.7971,16724.7695,6056.298,5225.784,401059.9726,145230.026
2226,002495.SZ,20190531,3.31,0.894,1.2632,1.0,87.9958,96.0125,2.6475,9.7094,9.91,93562.56,71393.4903,50522.632,309692.0736,236312.4529
2227,603023.SH,20190531,5.52,0.2004,0.5149,0.84,30.4963,33.3673,3.2974,9.8383,10.0612,36002.1079,36002.1079,14011.1079,198731.6356,198731.6356
2228,002327.SZ,20190531,7.43,0.3473,0.4412,0.72,11.957,12.3153,2.0744,2.2262,2.2498,87444.3204,51086.2131,40205.3393,649711.3006,379570.5633
2229,603085.SH,20190531,10.96,7.0123,10.2306,0.45,87.2657,66.272,3.1159,3.3291,2.7755,29098.6132,14748.7519,10109.1819,318920.8007,161646.3208
2230,600297.SH,20190531,4.38,0.23,0.6225,1.06,11.0039,12.184,0.9772,0.2157,0.2186,818362.475,811030.175,299640.9973,3584427.6405,3552312.1665
2231,002246.SZ,20190531,8.05,0.708,1.4974,0.86,35.7353,33.3353,1.8297,1.8701,1.7976,54903.4794,44989.6561,21273.1806,441973.0092,362166.7316
2232,002832.SZ,20190531,47.73,1.3309,1.3309,1.14,29.6154,25.6684,5.059,5.865,5.488,18133.9,7899.9,7899.9,865531.047,377062.227
2233,601328.SH,20190531,5.96,0.2043,0.3327,0.9,6.0112,5.9323,0.6718,2.0813,1.9614,7426272.6645,3925086.4015,2410217.0186,44260585.0804,23393514.9529
2234,600559.SH,20190531,15.53,1.1337,1.6323,0.89,30.5938,27.2689,3.4103,2.9916,2.6833,69022.1111,63437.5502,44059.636,1071913.3854,985185.1546
2235,600596.SH,20190531,11.19,1.5778,2.0203,1.08,6.3987,7.2172,1.3672,0.7174,0.7047,70528.4633,68702.0633,53653.8697,789213.5043,768776.0883
2236,601567.SH,20190531,6.4,0.1993,0.4593,0.88,17.4658,13.9961,1.1633,1.5116,1.4634,138656.9053,138656.9053,60172.767,887404.1939,887404.1939
2237,002397.SZ,20190531,5.8,0.467,0.7777,0.79,53.5967,49.8179,2.2133,1.9595,1.9294,77976.476,50073.6521,30068.714,452263.5608,290427.1822
2238,300083.SZ,20190531,3.27,0.6849,1.0114,0.67,,,1.7092,0.8497,0.8351,143093.7068,125096.9861,84720.2103,467916.4212,409067.1445
2239,000903.SZ,20190531,2.82,0.2761,0.4113,0.65,23.9313,23.1383,0.9898,0.8507,0.831,197080.0857,176723.2428,118634.2112,555765.8417,498359.5447
2240,601965.SH,20190531,7.15,0.47,1.3838,0.64,17.1988,16.8913,1.5216,2.5146,2.6532,96997.8567,96117.9867,32646.5699,693534.6754,687243.6049
2241,603729.SH,20190531,16.59,1.6015,3.4922,0.7,67.6806,,1.8065,1.2959,1.5242,9333.8,9333.8,4280.458,154847.742,154847.742
2242,600403.SH,20190531,4.02,0.1707,1.2624,1.87,14.7573,18.6865,1.1062,1.2226,1.3031,239081.2402,239081.2402,32332.7991,961106.5856,961106.5856
2243,601966.SH,20190531,16.72,0.5138,0.5138,0.68,16.986,16.16,2.0544,1.3112,1.2679,120000.912,39440.912,39440.7264,2006415.2486,659452.0486
2244,603444.SH,20190531,205.0,1.1444,1.3029,1.01,20.3823,18.8265,6.1197,8.9055,8.2766,7188.2225,4154.7126,3649.2011,1473585.6125,851716.083
2245,300280.SZ,20190531,19.94,1.4635,2.2412,0.51,41.1773,35.47,1.9543,4.8337,4.7607,16206.5744,12800.0,8358.71,323159.0935,255232.0
2246,300330.SZ,20190531,13.07,12.662,17.0322,1.3,,,5.9555,10.597,9.8533,16800.0,16770.46,12467.3896,219576.0,219189.9122
2247,600261.SH,20190531,3.48,0.8366,1.4477,0.78,13.1412,10.6863,1.4439,0.8998,0.9306,145210.293,145210.293,83921.9098,505331.8196,505331.8196
2248,000629.SZ,20190531,3.32,1.6547,2.223,1.31,9.2286,8.4477,3.2316,1.881,1.7781,858974.6202,476713.9025,354849.335,2851795.7391,1582690.1563
2249,600448.SH,20190531,6.77,1.4149,1.7053,0.51,169.0916,171.3461,2.4132,1.0886,1.1111,52484.9718,51469.7434,42704.5993,355323.2591,348450.1628
2250,603377.SH,20190531,16.8,0.6754,2.0743,0.75,44.2443,41.443,5.7554,9.3998,9.5106,58800.0,58800.0,19145.875,987840.0,987840.0
2251,002487.SZ,20190531,4.3,0.5334,0.9984,1.19,38.0405,35.971,1.3053,2.4613,2.3228,55509.0,53725.5625,28701.8719,238688.7,231019.9188
2252,300263.SZ,20190531,5.23,1.4743,2.0437,0.94,35.2234,31.374,1.8443,2.9696,2.7455,91486.9304,64453.3385,46495.0612,478476.646,337090.9604
2253,603421.SH,20190531,24.52,19.2318,19.2318,0.91,56.5296,61.909,3.9856,6.6094,6.781,47014.2465,7274.3165,7274.3165,1152789.3242,178366.2406
2254,603258.SH,20190531,16.84,0.4001,0.6981,0.61,31.1674,27.4643,2.4291,9.0136,8.362,24000.0,11653.8,6678.6,404160.0,196249.992
2255,601991.SH,20190531,3.17,0.0937,0.4644,1.24,47.5143,52.2371,1.2887,0.6282,0.5943,1850671.0504,999436.0,201650.8387,5866627.2298,3168212.12
2256,300645.SZ,20190531,15.24,4.8623,5.8672,1.25,38.3367,37.8449,3.3818,3.4056,3.237,12666.6667,8629.6288,7151.5995,193040.0005,131515.5429
2257,300386.SZ,20190531,11.78,1.8478,2.5792,0.63,36.9508,36.9448,2.8374,4.5947,4.4373,41804.4,21326.6916,15278.8958,492455.832,251228.427
2258,600233.SH,20190531,13.41,0.6453,1.4751,1.54,19.9212,19.4171,3.3804,1.381,1.3277,282846.0341,78337.3831,34267.9775,3792965.3173,1050504.3074
2259,002218.SZ,20190531,3.43,4.7215,8.5441,4.78,47.6947,47.2727,1.4684,3.7838,3.6979,123634.2104,121571.7329,67179.9713,424065.3417,416991.0438
2260,002771.SZ,20190531,13.58,0.9915,1.2042,0.67,52.0986,61.9483,3.2624,2.5081,2.5481,16145.66,9881.2975,8135.978,219258.0628,134188.0201
2261,600060.SH,20190531,8.22,0.5626,1.0142,0.65,27.4098,79.1461,0.7615,0.3062,0.3078,130848.1222,130848.1222,72585.156,1075571.5645,1075571.5645
2262,603156.SH,20190531,32.72,0.1748,0.2604,0.71,12.1628,12.5138,3.2642,4.2368,4.4313,105457.8,63944.5325,42927.3755,3450579.216,2092265.1034
2263,601003.SH,20190531,5.92,0.3521,2.0123,0.6,3.2913,3.8435,1.6177,0.3204,0.328,256279.32,256279.32,44836.0065,1517173.5744,1517173.5744
2264,600400.SH,20190531,3.67,0.1069,0.226,0.81,44.8994,43.9656,2.2812,3.745,3.6453,253325.6912,249635.7148,118099.648,929705.2867,916163.0733
2265,600111.SH,20190531,13.13,5.8967,9.6061,1.08,81.711,80.2626,5.084,3.4184,3.2036,363306.6,363306.6,223013.6628,4770215.658,4770215.658
2266,300621.SZ,20190531,10.11,0.908,0.908,0.64,30.6079,33.9963,2.3562,0.8791,0.8998,20824.3,6489.187,6489.187,210533.673,65605.6806
2267,600231.SH,20190531,3.28,0.2891,1.0912,1.33,7.591,8.9897,1.2298,0.4375,0.423,277108.2743,277108.2743,73408.2418,908915.1397,908915.1397
2268,300328.SZ,20190531,8.99,1.4247,2.9694,1.15,76.3417,71.8112,3.4011,4.1975,3.7788,46028.24,46028.24,22083.24,413793.8776,413793.8776
2269,603768.SH,20190531,11.6,0.8288,1.0601,0.83,30.234,34.0045,1.3673,1.2625,1.2496,20400.0,7012.5,5482.5,236640.0,81345.0
2270,002155.SZ,20190531,8.21,3.8621,6.4276,2.35,36.4953,37.0613,2.0131,0.792,0.7063,120203.9474,120192.7655,72218.6689,986874.4082,986782.6048
2271,600800.SH,20190531,6.4,2.5843,3.5948,0.63,53.9732,60.4792,29.5712,26.926,30.3738,61127.1047,61095.6047,43922.47,391213.4701,391011.8701
2272,600489.SH,20190531,8.1,1.0393,2.0927,2.02,142.6614,163.8211,2.0382,0.8114,0.7911,345113.7189,345113.7189,171397.1769,2795421.1231,2795421.1231
2273,002276.SZ,20190531,5.72,0.4491,0.7186,0.71,53.019,47.7539,1.4703,0.6777,0.6532,103548.9098,103403.1028,64617.3074,592299.7641,591465.748
2274,002517.SZ,20190531,3.19,0.8515,1.0497,0.95,39.3756,423.8494,1.3994,3.0067,2.952,215251.7634,211946.2059,171934.411,686653.1252,676108.3968
2275,300042.SZ,20190531,15.01,8.2656,12.9629,1.43,46.6381,46.141,3.1918,3.1109,3.1018,20040.0,16780.563,10699.9143,300800.4,251876.2506
2276,002773.SZ,20190531,49.16,0.1811,0.46,0.76,47.6457,47.304,7.7073,11.3493,11.2835,67353.668,47784.1582,18812.8431,3311106.3189,2349069.2171
2277,600336.SH,20190531,4.74,1.4353,2.636,0.75,54.1929,49.5446,2.0134,0.671,0.6468,79918.3269,73233.7025,39876.6824,378812.8695,347127.7499
2278,600936.SH,20190531,4.35,0.7403,0.8825,2.32,58.5011,82.2027,1.9636,2.9904,3.2366,167102.6239,119598.3323,100325.2193,726896.414,520252.7455
2279,002142.SZ,20190531,23.2,0.2538,0.5419,0.63,10.8024,10.2821,1.7266,4.1769,3.9655,520858.4755,463084.7468,216890.13,12083916.6316,10743566.1258
2280,600080.SH,20190531,6.81,1.2289,1.6507,0.85,66.3319,59.0557,1.4261,3.4113,3.4449,37327.0285,30529.5872,22729.5872,254197.0641,207906.4888
2281,601908.SH,20190531,3.58,1.5813,3.5692,1.71,15.8018,25.4748,1.0382,3.5118,3.9664,199529.7701,199301.7701,88301.9033,714316.577,713500.337
2282,300074.SZ,20190531,4.18,1.6958,2.2006,0.3,152.8487,185.4223,1.8961,5.0513,5.2248,54234.01,48795.7411,37602.2803,226698.1618,203966.1978
2283,603689.SH,20190531,11.25,1.5138,2.5823,1.12,21.4299,19.1845,1.8101,1.1663,1.0741,33600.0,16736.16,9811.2,378000.0,188281.8
2284,603002.SH,20190531,4.12,1.1869,2.0218,0.86,50.6199,74.5822,2.2725,1.4032,1.4071,61441.17,61441.17,36070.97,253137.6204,253137.6204
2285,600535.SH,20190531,18.36,0.5749,1.1044,1.0,17.9738,17.1241,2.5238,1.5438,1.4925,151266.6229,151266.6229,78750.5633,2777255.1964,2777255.1964
2286,300770.SZ,20190531,84.33,11.7453,11.7453,1.3,52.754,45.0859,5.8185,16.831,15.4461,12836.5637,3210.0,3210.0,1082507.4168,270699.3
2287,600889.SH,20190531,5.1,0.4395,0.7859,0.75,301.0017,69.8759,1.2268,1.8862,2.1041,36634.601,33804.4124,18905.1337,186836.4651,172402.5032
2288,300533.SZ,20190531,34.23,2.2164,2.6721,1.35,34.6953,31.4805,2.1559,11.9107,10.3652,10124.6,3537.4723,2934.217,346565.058,121087.6768
2289,601888.SH,20190531,77.39,0.4015,0.8596,1.1,48.8253,35.6316,8.1684,3.2144,2.9142,195247.5544,195247.5544,91183.2854,15110208.235,15110208.235
2290,002317.SZ,20190531,8.36,0.3667,0.4979,0.83,15.6293,15.5007,1.7436,2.8833,2.8629,81446.1076,77893.578,57365.478,680889.4595,651190.3121
2291,600666.SH,20190531,1.4,5.2509,6.3731,0.71,,,2.7523,1.5346,1.7036,122732.624,80365.5532,66214.2852,171825.6736,112511.7745
2292,002220.SZ,20190531,1.78,8.4452,15.1486,4.47,,,0.5592,1.3132,1.4914,76648.0153,66112.8653,36857.5495,136433.4672,117680.9002
2293,600714.SH,20190531,6.53,0.6883,1.8252,1.04,82.7593,108.7975,3.0171,11.9737,10.228,28817.6273,28817.6273,10866.7985,188179.1063,188179.1063
2294,300358.SZ,20190531,7.48,0.4217,0.8516,0.71,85.7533,149.2019,1.5055,2.1712,2.0856,47364.7891,44169.014,21871.2799,354288.6225,330384.2247
2295,600369.SH,20190531,4.66,0.3251,0.682,0.59,115.9668,69.5722,1.3755,9.5863,8.3104,564510.9124,564510.9124,269105.2837,2630620.8518,2630620.8518
2296,300450.SZ,20190531,28.58,0.5384,1.0547,0.82,33.936,33.0096,6.9195,6.4769,6.1798,88157.7267,84735.6616,43257.2966,2519547.8291,2421745.2085
2297,601949.SH,20190531,6.54,6.386,6.386,1.02,19.816,16.6626,1.9222,2.2356,2.1498,182250.0,40100.5541,40100.5541,1191915.0,262257.6238
2298,603899.SH,20190531,41.93,0.4296,1.5179,1.11,47.8103,44.8075,11.3674,4.5197,4.2624,92000.0,92000.0,26040.0,3857560.0,3857560.0
2299,600883.SH,20190531,7.03,0.8569,1.5926,1.49,154.3811,160.4944,2.5249,55.1142,75.0196,23608.8,23608.8,12702.9695,165969.864,165969.864
2300,002868.SZ,20190531,16.63,3.924,5.0305,0.72,26.7186,29.831,2.7673,5.7962,6.1823,12000.0,3846.0,3000.0,199560.0,63958.98
2301,002457.SZ,20190531,8.46,1.4278,2.1244,0.78,38.4035,33.0835,1.595,1.9685,1.8557,33499.2,33445.2486,22477.9667,283403.232,282946.8032
2302,600226.SH,20190531,3.3,1.755,2.0647,0.85,73.0846,62.5458,2.3537,10.5467,10.5621,313864.0149,199286.9006,169393.8656,1035751.2492,657646.772
2303,000069.SZ,20190531,6.82,0.3292,0.5906,0.78,5.284,5.2455,0.9496,1.1622,1.1253,820408.1415,616547.6797,343657.0201,5595183.525,4204855.1756
2304,601360.SH,20190531,21.26,1.4077,2.4401,0.75,40.6819,38.8204,5.6604,10.9529,10.9942,676405.5167,39718.2443,22913.7244,14380381.285,844409.8738
2305,600109.SH,20190531,9.14,0.5447,0.7507,0.62,27.3556,24.2709,1.3848,7.3398,6.888,302435.931,302435.931,219472.8474,2764264.4093,2764264.4093
2306,000955.SZ,20190531,4.79,1.1874,1.5527,0.55,,,4.1674,3.4721,3.2088,53839.5,53759.835,41111.2949,257891.205,257509.6097
2307,600527.SH,20190531,2.26,0.3748,0.4457,0.7,36.8874,39.8488,1.4221,2.3779,2.4248,144313.4085,120313.4085,101190.7413,326148.3032,271908.3032
2308,002719.SZ,20190531,11.59,2.0567,4.7804,1.86,,,2.0334,3.3626,3.3733,17413.9457,16187.2295,6964.5206,201827.6307,187609.9899
2309,000008.SZ,20190531,3.81,0.6476,0.999,0.99,32.5943,32.4728,1.4464,4.1307,3.9761,278079.5346,259912.417,168503.5457,1059483.0268,990266.3088
2310,300134.SZ,20190531,13.28,1.8017,3.6839,0.82,412.5361,667.8371,1.8972,5.5956,5.2049,76749.8006,71241.6506,34842.4328,1019237.352,946089.12
2311,603323.SH,20190531,6.07,1.3272,1.3687,0.71,12.4009,12.049,0.9018,3.1585,2.9915,163882.4787,79766.8412,77350.0117,994766.6457,484184.7261
2312,000976.SZ,20190531,5.27,0.2705,0.5628,0.56,57.7457,57.5168,1.9752,4.8572,4.8496,159567.8796,159439.7727,76620.5485,840922.7255,840247.6021
2313,000096.SZ,20190531,9.93,0.1525,0.3319,0.95,48.6681,50.4046,2.1082,3.1695,3.17,52800.0,51084.8,23472.9623,524304.0,507272.064
2314,300698.SZ,20190531,18.45,15.5468,18.6014,1.52,576.7876,514.8008,6.5162,8.281,7.2003,13400.0,4545.14,3798.76,247230.0,83857.833
2315,600773.SH,20190531,7.08,0.7063,1.2311,0.61,55.682,53.3653,1.7413,4.9307,4.9138,81966.0744,74610.4694,42804.3039,580319.8068,528242.1234
2316,603855.SH,20190531,8.58,0.7413,1.0907,0.81,18.644,17.1702,2.0127,1.7413,1.6702,33107.0,20154.0,13697.0,284058.06,172921.32
2317,002824.SZ,20190531,11.7,7.2248,11.3292,2.5,114.6407,279.5574,2.8682,2.0172,1.9362,18355.68,7671.9781,4892.5044,214761.456,89762.1438
2318,603278.SH,20190531,13.65,3.782,4.9338,0.86,19.271,18.8693,2.6439,1.6224,1.5647,28992.78,11987.428,9188.9084,395751.447,163628.3922
2319,300314.SZ,20190531,8.63,1.2862,2.5352,1.27,86.2621,105.2172,3.0972,8.2766,8.278,28800.0,18912.8636,9595.1586,248544.0,163218.0129
2320,600805.SH,20190531,5.76,0.5008,0.7391,0.73,60.3078,72.2327,0.806,2.3502,2.1679,85089.4494,85027.5368,57611.7006,490115.2285,489758.612
2321,603766.SH,20190531,4.16,0.4935,1.0054,0.98,9.2928,9.3825,1.2962,0.7625,0.7698,205354.185,205354.185,100795.0286,854273.4096,854273.4096
2322,002350.SZ,20190531,6.25,0.4288,0.8215,0.89,30.5444,30.3588,1.7659,1.2252,1.1575,49998.6885,48846.4608,25499.4883,312491.8031,305290.38
2323,600505.SH,20190531,7.03,0.5483,1.2417,0.95,40.6633,40.6621,2.2996,2.711,2.7027,36456.75,36456.75,16096.8977,256290.9525,256290.9525
2324,002681.SZ,20190531,4.7,4.5499,6.3949,1.8,,,1.8391,2.8993,2.864,206371.7194,110823.9105,78849.229,969947.0812,520872.3794
2325,600256.SH,20190531,3.71,0.7231,1.1681,1.25,14.4544,15.1804,1.6169,1.9532,1.9611,679397.497,673710.327,417054.4237,2520564.7139,2499465.3132
2326,300644.SZ,20190531,30.56,18.5759,29.6866,5.05,84.942,84.1736,2.8237,1.9209,1.9434,6400.0,3353.5098,2098.4057,195584.0,102483.2595
2327,000851.SZ,20190531,6.34,3.212,3.716,0.86,169.4211,442.8005,1.7402,0.6211,0.6437,90762.9867,85680.7236,74060.4528,575437.3357,543215.7876
2328,300664.SZ,20190531,10.32,0.4782,0.8802,0.7,29.4431,29.1602,1.611,6.4187,5.4701,48000.0,33553.19,18230.7641,495360.0,346268.9208
2329,300066.SZ,20190531,5.24,9.14,15.9352,0.58,55.7225,53.8566,3.4103,7.9305,7.8876,104003.3262,99605.0114,57130.5548,544977.4293,521930.2597
2330,600697.SH,20190531,18.63,0.2935,0.392,0.96,11.409,11.4019,1.1602,0.19,0.1849,15908.8075,15515.6015,11614.2124,296381.0837,289055.6559
2331,300179.SZ,20190531,4.4,1.4644,1.7662,0.5,33.9681,33.1649,2.7955,5.8221,5.2889,49845.0,33237.4014,27558.8947,219318.0,146244.5662
2332,002545.SZ,20190531,6.52,0.8262,2.5912,0.78,18.4328,18.6022,1.0692,3.7451,3.7164,126223.0125,77115.5527,24587.1703,822974.0415,502793.4036
2333,000422.SZ,20190531,3.34,0.615,0.8433,0.92,11.1575,4.3801,30.2827,0.2341,0.2187,89786.6712,89781.2984,65470.0299,299887.4818,299869.5367
2334,600173.SH,20190531,4.35,0.2641,0.4896,0.7,5.2871,5.024,1.2346,1.0776,1.3274,70111.8244,69980.4244,37751.5277,304986.4361,304414.8461
2335,603321.SH,20190531,7.29,1.2634,1.4559,0.64,44.6339,47.3624,2.1714,3.0341,3.0187,30700.0,11610.0,10075.0,223803.0,84636.9
2336,600303.SH,20190531,4.83,2.2699,2.8927,1.43,,,1.1473,1.1194,1.2125,67560.4211,62032.4296,48675.7343,326316.8339,299616.635
2337,300599.SZ,20190531,10.77,1.2491,1.2499,0.8,16.0525,14.775,2.229,1.7482,1.6928,30400.0,9066.525,9060.7,327408.0,97646.4743
2338,000554.SZ,20190531,6.05,4.0626,4.0626,1.41,1549.7379,1468.7088,3.2293,0.9452,0.9285,48079.3318,36264.9711,36264.9711,290879.9574,219403.0752
2339,002038.SZ,20190531,23.08,0.5379,0.7873,0.76,27.6621,26.8086,3.3506,7.2931,7.2083,68490.0,56791.6621,38801.2827,1580749.2,1310751.5613
2340,000158.SZ,20190531,5.69,0.3865,0.8141,0.79,50.5712,48.7247,1.5668,0.974,0.9481,165287.4961,162416.062,77105.2444,940485.8528,924147.3928
2341,300223.SZ,20190531,30.75,15.8912,19.4245,0.95,457.7878,475.9406,5.3488,23.8272,22.9599,20120.9956,12095.5726,9895.4098,618720.6147,371938.8575
2342,002817.SZ,20190531,19.18,2.062,2.0953,1.9,46.2192,48.7682,2.3703,5.6406,5.5952,8667.0,4154.0,4088.0,166233.06,79673.72
2343,603876.SH,20190531,17.45,2.5093,5.1843,2.48,27.1411,27.0704,2.1832,0.7291,0.7131,43000.0,23562.52,11404.52,750350.0,411165.974
2344,603991.SH,20190531,19.98,2.39,3.9977,1.41,39.1845,42.5033,3.0048,2.6137,2.469,7453.4998,4107.8918,2455.8995,148920.926,82075.6782
2345,000803.SZ,20190531,15.0,0.1259,0.3031,0.51,235.3863,,27.6085,3.9002,4.3956,12773.0893,12773.0893,5305.3338,191596.3395,191596.3395
2346,300272.SZ,20190531,6.81,0.5226,0.838,0.93,9.4781,44.1622,2.8264,3.6608,3.5276,48435.6758,31274.2824,19502.7494,329846.9522,212977.8631
