,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
891,002460.SZ,20190531,24.48,3.2839,3.7138,1.29,26.317,28.8033,4.0548,6.4337,6.0929,131508.3897,80057.4401,70790.7062,3219325.3799,1959806.1336
892,002520.SZ,20190531,7.66,0.5972,0.5972,0.67,38.3916,33.3873,1.9889,2.9426,2.6627,75635.4339,23595.67,23595.67,579367.4237,180742.8322
893,000040.SZ,20190531,6.71,0.7973,0.9349,0.76,8.926,191.5142,0.6871,1.1499,1.0145,148687.387,106034.0595,90433.1181,997692.3668,711488.5392
894,600346.SH,20190531,17.13,0.1998,0.509,0.89,26.0501,31.7648,3.1377,1.441,1.3623,505278.9925,333338.6942,130842.7292,8655429.1415,5710091.8316
895,603220.SH,20190531,32.95,37.3626,37.3626,2.14,76.2487,69.3907,7.3289,6.3565,5.8429,33776.0,8444.0,8444.0,1112919.2,278229.8
896,300695.SZ,20190531,57.54,3.2834,3.2834,1.56,19.5806,19.339,2.1861,7.7136,8.1263,6667.77,1667.77,1667.77,383663.4858,95963.4858
897,300214.SZ,20190531,5.71,0.9455,1.2305,0.75,23.6591,25.8284,1.4753,1.5499,1.2904,42581.2614,31065.2937,23871.6312,243139.0026,177382.827
898,600735.SH,20190531,6.26,2.0789,4.1844,0.99,30.7903,29.6064,2.6759,1.7245,1.7515,37599.2296,37599.2296,18680.1735,235371.1773,235371.1773
899,300446.SZ,20190531,21.24,1.1977,1.7548,0.99,25.3076,25.4597,4.0205,9.8626,9.7671,12280.0,11839.1407,8080.1253,260827.2,251463.3485
900,600796.SH,20190531,5.72,1.0272,1.5522,1.15,,,3.011,3.894,4.0326,30140.2144,30140.2144,19945.6541,172402.0264,172402.0264
901,002907.SZ,20190531,17.98,3.728,4.5546,1.4,52.3621,51.6915,8.501,10.2259,9.851,40006.0,5896.0,4826.015,719307.88,106010.08
902,002951.SZ,20190531,25.5,25.6292,25.6292,1.85,52.8485,52.3738,7.6738,15.8112,15.4096,40500.0,4500.0,4500.0,1032750.0,114750.0
903,300612.SZ,20190531,17.38,3.4176,3.449,0.88,133.6791,500.3435,7.2676,7.6244,8.8041,16200.0,4533.7445,4492.4926,281556.0,78796.4794
904,300235.SZ,20190531,9.97,4.0105,4.8576,1.08,135.8613,106.0486,2.7574,15.6024,15.3038,16783.109,10523.6554,8688.4229,167327.5967,104920.8443
905,300161.SZ,20190531,15.75,2.1172,3.0852,1.0,163.1015,362.3585,2.3994,3.3201,3.1871,17276.5551,16792.9991,11523.9337,272105.7428,264489.7358
906,000695.SZ,20190531,8.84,0.7365,1.1759,1.24,53.7813,55.586,5.3749,1.8765,2.7199,22214.7539,22172.1339,13887.0346,196378.4245,196001.6637
907,000905.SZ,20190531,7.5,1.0216,2.2765,0.76,158.0409,158.038,1.4778,0.2974,0.3051,53100.0,53100.0,23828.4,398250.0,398250.0
908,000501.SZ,20190531,10.45,0.3373,0.5916,0.93,7.6537,7.5795,0.957,0.4539,0.4561,76899.2731,76852.1915,43817.7852,803597.4039,803105.4012
909,000822.SZ,20190531,5.22,0.5295,0.8874,0.85,7.9659,8.7261,1.4216,0.8878,0.9131,89509.1926,89509.1926,53404.3048,467237.9854,467237.9854
910,000760.SZ,20190531,1.59,2.5705,3.5752,0.59,,,2.3577,5.6416,8.3034,77184.4628,65444.4268,47053.3148,122723.2959,104056.6386
911,600386.SH,20190531,4.17,0.508,1.1289,0.96,32.7123,32.1169,1.8667,0.7014,0.6838,80640.0,80640.0,36288.0,336268.8,336268.8
912,603010.SH,20190531,11.64,1.2276,2.6724,0.7,38.3605,32.012,3.6613,2.3799,2.153,35430.2341,32302.3233,14838.3128,412407.9249,375999.0432
913,002368.SZ,20190531,32.26,1.2545,2.1758,0.75,42.2381,42.0768,4.6604,2.2195,2.171,41391.4371,40035.6492,23083.6774,1335287.7608,1291550.0432
914,603458.SH,20190531,34.18,4.5919,4.5919,1.9,12.2169,11.816,1.8357,2.0037,2.0098,12613.1467,3103.7867,3103.7867,431117.3542,106087.4294
915,603517.SH,20190531,48.59,1.2704,1.4522,1.06,31.0974,29.6757,6.22,4.5609,4.3714,41000.0,16370.24,14320.24,1992190.0,795429.9616
916,600589.SH,20190531,5.0,0.7305,1.2806,0.69,22.9468,23.347,1.0969,2.0743,2.0983,70530.5831,66157.6114,37739.7013,352652.9155,330788.057
917,603222.SH,20190531,36.1,0.356,0.9794,0.81,360.2927,359.7588,14.0945,16.5541,15.9028,32000.0,32000.0,11630.0,1155200.0,1155200.0
918,000937.SZ,20190531,3.88,0.2385,0.6905,0.75,15.7223,16.7399,0.6842,0.6389,0.6304,353354.685,290659.9842,100390.666,1371016.1778,1127760.7387
919,002838.SZ,20190531,17.5,0.9479,0.9542,0.71,36.0222,32.9919,4.4954,3.2366,2.4651,25200.0,7469.7381,7420.2955,441000.0,130720.4168
920,002507.SZ,20190531,28.69,0.5243,0.8794,0.57,34.2239,32.2557,8.6224,11.8299,11.7118,78935.7241,77512.8657,46213.0257,2264665.9244,2223844.1169
921,002475.SZ,20190531,21.46,0.9112,1.6615,0.82,32.4317,29.3772,5.4828,2.463,2.2374,411461.6722,411049.2212,225439.8427,8829967.4854,8821116.287
922,600038.SH,20190531,41.7,0.5251,1.3062,1.18,48.1672,47.4124,3.1497,1.8814,1.8466,58947.6716,58947.6716,23695.5932,2458117.9057,2458117.9057
923,600128.SH,20190531,8.01,2.9984,4.0428,0.39,,,1.2836,0.4386,0.4849,24676.75,24676.75,18301.9029,197660.7675,197660.7675
924,603698.SH,20190531,16.55,0.4337,1.8629,1.49,30.0948,32.3853,2.5353,4.2134,4.1803,41230.0,41230.0,9599.5328,682356.5,682356.5
925,002730.SZ,20190531,7.81,0.3462,0.9238,0.72,44.0809,38.6519,2.6311,2.6839,2.4318,32267.4,29049.9,10886.15,252008.394,226879.719
926,601882.SH,20190531,7.74,0.4249,0.4249,0.69,39.8027,41.0315,3.3165,3.1756,3.2898,52200.0,12594.0,12594.0,404028.0,97477.56
927,000617.SZ,20190531,12.05,0.4144,1.036,0.47,15.0338,14.6905,1.3591,173.4529,162.2323,903005.6485,28753.92,11501.568,10881218.0644,346484.736
928,002578.SZ,20190531,3.81,1.4515,1.8515,1.69,105.1388,104.4369,2.4987,2.6398,2.6256,98809.3296,56342.8,44170.55,376463.5458,214666.068
929,300396.SZ,20190531,16.42,0.3662,1.0389,0.78,22.9225,21.453,3.379,4.8557,4.6347,27603.0,24253.6455,8547.894,453241.26,398244.8591
930,002286.SZ,20190531,6.26,0.4929,0.9177,0.88,53.8156,59.3669,1.4931,1.3361,1.3289,36925.6,36925.5175,19830.4795,231154.256,231153.7396
931,300131.SZ,20190531,5.82,3.5163,3.7993,1.77,44.2883,41.7967,3.5471,0.5138,0.5103,106952.6426,78781.5026,72913.3774,622464.3799,458508.3451
932,300683.SZ,20190531,29.6,1.8308,1.8308,1.37,32.4982,30.5171,1.7765,5.1776,4.971,10335.504,4755.504,4755.504,305930.9184,140762.9184
933,600090.SH,20190531,4.7,0.7141,1.5056,0.96,12.7939,12.6563,1.0909,0.6241,0.6144,143966.2945,143966.2945,68287.4361,676641.5842,676641.5842
934,600530.SH,20190531,6.69,4.0015,8.516,0.67,,,5.1409,20.9535,21.2455,78000.0,78000.0,36651.3092,521820.0,521820.0
935,300022.SZ,20190531,4.88,3.3068,4.0411,1.25,177.3008,,9.6916,0.6242,0.6348,38024.038,34278.0262,28049.2156,185557.3054,167276.7679
936,600455.SH,20190531,28.99,0.9947,1.3543,1.68,572.0291,171.0355,13.0347,10.1013,9.7867,6245.8,6245.8,4587.7042,181065.742,181065.742
937,300633.SZ,20190531,29.58,0.4079,0.6146,0.76,46.8376,48.5404,8.9666,9.6445,9.6518,40001.0,19655.96,13045.5009,1183229.58,581423.2968
938,002312.SZ,20190531,3.69,1.3411,2.084,1.06,,,1.5957,7.0933,6.8702,137809.1733,98741.1673,63541.7287,508515.8495,364354.9073
939,002280.SZ,20190531,4.05,1.3096,1.8111,0.51,,,1.6739,0.6303,0.6243,217714.9675,175185.6394,126677.9361,881745.6184,709501.8396
940,002659.SZ,20190531,7.58,0.6748,0.703,0.8,,,1.8122,15.6296,13.4111,49856.6987,31099.475,29850.0386,377913.7761,235734.0205
941,002883.SZ,20190531,22.9,7.1479,7.1479,2.21,35.0244,34.038,4.4255,7.3616,6.9736,8692.288,3101.768,3101.768,199053.3952,71030.4872
942,002521.SZ,20190531,5.43,0.4727,0.5361,0.69,46.0322,70.467,0.7952,0.7301,0.752,49468.5819,42529.2848,37500.4777,268614.3997,230934.0165
943,600867.SH,20190531,14.92,1.5005,2.4399,1.44,36.1876,36.1951,6.61,11.2692,11.2904,203398.8517,195374.1672,120156.6873,3034710.8674,2914982.5746
944,603178.SH,20190531,9.83,3.4288,3.4288,1.73,52.3886,,2.4427,1.524,1.611,20321.0,5096.3,5096.3,199755.43,50096.629
945,600731.SH,20190531,6.82,1.1621,1.6856,0.83,47.0426,32.2504,2.1986,1.4883,1.3356,35522.2698,32665.3117,22521.7168,242261.88,222777.4258
946,603600.SH,20190531,9.37,0.2028,0.4793,0.54,27.2937,24.3643,2.4624,1.1763,1.1561,30268.76,30107.504,12737.3143,283618.2812,282107.3125
947,600594.SH,20190531,5.36,1.09,1.4233,0.9,,,1.1897,1.0932,1.1339,79192.74,79192.74,60646.9764,424473.0864,424473.0864
948,603993.SH,20190531,4.03,0.6159,1.5536,1.26,18.7776,25.5456,2.1353,3.3527,3.7831,2159924.0583,1766577.2583,700277.2183,8704493.9549,7119306.3509
949,601598.SH,20190531,5.18,4.932,5.5844,2.25,14.177,13.6623,1.4048,0.4959,0.4925,740080.3875,135163.7231,119372.3236,3833616.4073,700148.0857
950,300275.SZ,20190531,9.91,5.832,6.679,1.03,,,3.3599,6.9489,6.4029,16427.6,11759.6953,10268.3253,162797.516,116538.5804
951,300598.SZ,20190531,35.53,22.5475,30.495,1.02,178.5665,169.8825,6.2389,5.3227,5.2123,8000.0,4836.644,3576.124,284240.0,171845.9613
952,601001.SH,20190531,4.6,0.8057,1.8937,0.94,11.6703,9.9868,1.3179,0.6838,0.6917,167370.0,167370.0,71206.7492,769902.0,769902.0
953,600776.SH,20190531,23.78,3.5836,8.8919,0.57,234.4356,246.8897,9.6719,12.4199,12.5583,125600.0064,95600.0064,38528.7324,2986768.1522,2273368.1522
954,600155.SH,20190531,14.18,3.3087,6.538,0.83,165.0391,70.8928,1.6289,169.417,197.6729,173955.6648,112824.2193,57097.8637,2466691.3269,1599847.4297
955,600110.SH,20190531,4.7,2.8765,3.1628,1.23,55.6126,51.7646,2.4955,2.3289,1.9433,115031.2097,115031.2097,104620.4323,540646.6856,540646.6856
956,300266.SZ,20190531,4.57,1.5879,2.6389,0.8,,,2.9374,3.0867,3.6533,156443.1057,146030.3904,87873.0183,714944.993,667358.8841
957,000705.SZ,20190531,6.73,0.8011,0.8447,0.9,31.7229,30.951,1.5614,0.7868,0.7684,33412.3286,28198.3639,26743.0813,224864.9715,189774.989
958,300204.SZ,20190531,14.6,0.1547,0.3919,0.58,51.9169,65.4048,3.263,8.6343,9.8666,47670.5044,46670.0317,18427.752,695989.3642,681382.4628
959,300027.SZ,20190531,5.23,0.924,1.2928,1.03,,,1.7295,3.7569,4.7671,279495.5919,221116.4192,158051.7551,1461761.9456,1156438.8724
960,600716.SH,20190531,4.04,0.9747,1.9796,0.84,6.703,5.9348,0.6627,3.612,3.0065,93606.059,91022.0797,44817.7047,378168.4784,367729.202
961,002701.SZ,20190531,4.57,1.5138,2.1521,0.99,47.7557,43.2621,1.924,1.3166,1.3073,235522.56,235335.2546,165538.3142,1076338.0992,1075482.1135
962,000739.SZ,20190531,9.25,0.5713,1.1168,1.1,29.418,26.334,3.2775,1.7096,1.6503,117852.3492,114682.4065,58667.2949,1090134.2301,1060812.2601
963,002314.SZ,20190531,3.07,0.4428,0.7312,0.73,16.4753,20.3326,1.0508,1.1789,1.2111,270778.2513,113741.7381,68889.0273,831289.2315,349187.136
964,600744.SH,20190531,3.26,0.6391,0.855,0.65,98.7902,109.6279,1.8892,0.6055,0.6294,178112.4274,82763.4402,61865.1394,580646.5133,269808.8151
965,600329.SH,20190531,14.61,0.2701,0.6368,0.69,19.9994,19.4239,2.192,1.7666,1.729,76887.3076,56586.8076,24001.2548,1123323.564,826733.259
966,600161.SH,20190531,26.68,0.8393,1.8597,1.16,45.6191,43.7835,6.6353,7.9296,7.5382,87113.9006,87113.9006,39316.8189,2324198.868,2324198.868
967,002185.SZ,20190531,5.82,10.6253,14.3536,1.17,31.8169,38.1418,2.1359,1.7416,1.7962,213111.2944,213043.8916,157706.9456,1240307.7334,1239915.4491
968,002337.SZ,20190531,4.43,0.6965,1.0877,0.58,351.9343,,2.1933,5.7936,6.4829,58861.575,58773.0751,37636.0751,260756.7773,260364.7227
969,603960.SH,20190531,24.71,1.072,1.072,0.88,66.6637,58.4087,8.6914,7.4467,6.6787,17576.0,6734.7914,6734.7914,434302.96,166416.6955
970,600068.SH,20190531,6.19,0.2942,0.5102,0.6,6.1197,6.1999,1.035,0.2833,0.281,460477.7412,460477.7412,265532.9173,2850357.218,2850357.218
971,600584.SH,20190531,14.83,9.9068,11.4892,0.76,,,1.9754,0.9964,1.0389,160287.4555,98457.0,84897.1516,2377062.9651,1460117.31
972,002779.SZ,20190531,15.05,0.1381,0.4047,0.51,168.7181,243.2098,3.1092,4.7752,5.0128,13200.0,11843.4525,4042.5,198660.0,178243.9601
973,600316.SH,20190531,16.07,4.0146,7.7432,2.26,77.6716,94.6886,2.3852,4.7663,4.7008,71711.4512,71711.4512,37180.2292,1152403.0208,1152403.0208
974,300502.SZ,20190531,24.4,3.7317,4.5644,1.0,182.6397,85.6475,4.9691,7.6503,7.2103,23827.25,16124.8066,13182.8916,581384.9,393445.281
975,600389.SH,20190531,19.8,0.6498,1.5818,0.89,14.9977,14.765,3.0733,1.4997,1.4268,29700.0,29700.0,12200.5208,588060.0,588060.0
976,600495.SH,20190531,4.64,0.5726,0.8299,1.1,156.9222,103.9192,1.7792,4.0785,3.5813,120819.0886,120819.0886,83353.4978,560600.5711,560600.5711
977,300201.SZ,20190531,5.01,0.3155,0.527,0.52,52.6609,51.0801,3.3281,2.8817,2.8243,104092.1518,88734.3713,53131.8764,521501.6805,444559.2002
978,002245.SZ,20190531,4.7,1.4493,2.2438,0.84,20.446,26.3281,2.2808,1.0839,1.1055,98131.1778,91440.4929,59062.8379,461216.5357,429770.3166
979,000703.SZ,20190531,13.5,0.7707,1.6222,1.74,19.5526,22.7852,1.8273,0.4516,0.4254,284172.5474,227359.5606,108015.0197,3836329.3899,3069354.0681
980,601398.SH,20190531,5.61,0.0552,0.6901,1.0,6.7168,6.6453,0.859,2.584,2.4621,35640625.7089,26961221.2539,2156398.6024,199943910.2269,151252451.2344
981,002031.SZ,20190531,2.18,0.3732,0.45,0.64,87.942,90.4417,1.5703,3.4198,3.2667,219939.567,189304.8638,156990.873,479468.2561,412684.6031
982,002018.SZ,20190531,1.14,1.0296,2.5287,2.27,,,,2.6334,7.9509,227782.7422,227782.7422,92748.4472,259672.3261,259672.3261
983,600717.SH,20190531,7.6,0.2552,0.5908,1.29,21.197,24.7028,0.7908,0.9746,0.9701,167476.912,167476.912,72325.6609,1272824.5312,1272824.5312
984,002845.SZ,20190531,16.61,1.8804,1.8804,0.68,34.3402,50.1326,2.939,0.8225,0.7526,20278.7968,7380.8992,7380.8992,336830.8148,122596.7357
985,002615.SZ,20190531,5.37,0.9917,1.4664,1.28,22.1787,21.9889,2.7458,1.2283,1.2265,41040.0,22915.3678,15496.9207,220384.8,123055.5251
986,600188.SH,20190531,10.66,0.3139,1.3411,0.8,6.6207,6.5536,0.982,0.3212,0.2927,491201.6,295987.95,69271.0077,5236209.056,3155231.547
987,002459.SZ,20190531,12.0,0.4808,0.7577,0.6,947.3787,1803.1432,3.6664,13.1936,14.223,38868.9351,38698.2555,24555.1555,466427.2212,464379.066
988,600416.SH,20190531,6.97,1.4449,2.0259,0.92,,,1.4965,1.0635,0.9791,94583.4325,88144.1612,62863.1202,659246.5245,614364.8036
989,300119.SZ,20190531,12.84,14.4453,18.6138,0.88,43.6523,41.9586,2.7209,4.3649,4.3179,40449.3463,19260.2467,14947.0114,519369.6065,247301.5676
990,603937.SH,20190531,11.62,6.853,6.853,2.55,21.145,21.1624,1.8079,1.8628,1.8454,20888.0,7585.8268,7585.8268,242718.56,88147.3074
991,600682.SH,20190531,10.72,1.2874,2.1703,0.48,,,1.0155,0.953,1.0708,129271.3418,100209.6751,59442.0226,1385788.7841,1074247.7171
992,300745.SZ,20190531,29.78,5.2697,6.7854,1.35,41.3569,48.7595,3.1135,4.7558,4.6825,11451.2352,5833.6163,4530.4699,341017.7843,173725.0934
993,603936.SH,20190531,18.49,2.8443,7.6159,0.78,33.356,32.8687,1.8174,2.1348,2.062,22502.7345,16735.0,6249.95,416075.5609,309430.15
994,002536.SZ,20190531,9.76,0.7059,1.196,0.78,13.2766,16.4066,1.4664,1.1551,1.1444,33380.7876,31411.4151,18540.5664,325796.487,306575.4114
995,300112.SZ,20190531,7.91,0.8854,1.1223,0.69,40.2629,36.2456,2.4162,3.8143,3.5447,28621.408,18647.178,14712.1804,226395.3373,147499.178
996,002104.SZ,20190531,7.09,1.964,2.0886,0.64,34.6978,39.3912,2.6298,2.9866,3.1366,71202.88,60310.5375,56712.4088,504828.4192,427601.7109
997,002335.SZ,20190531,18.24,1.4955,2.7178,1.84,66.2402,63.4408,1.617,1.4409,1.371,27151.023,22752.106,12519.2681,495234.6595,414998.4134
998,603811.SH,20190531,18.41,1.0664,1.2182,0.74,22.6593,21.2772,3.383,4.0236,3.8598,11928.0,8026.2,7026.5949,219594.48,147762.342
999,000850.SZ,20190531,4.74,2.3034,4.2985,0.69,37.6921,9.9431,0.9825,1.6081,1.5544,94366.5009,94338.2487,50552.1919,447297.2143,447163.2988
1000,300241.SZ,20190531,6.3,5.0521,5.9662,1.22,40.2548,46.9053,2.5667,2.2222,2.2521,55096.1648,41366.4296,35028.8315,347105.8382,260608.5065
1001,300221.SZ,20190531,6.94,1.5843,2.5923,0.7,,,2.2934,1.5475,1.7109,50456.8203,42337.2502,25874.4449,350170.3329,293820.5164
1002,600558.SH,20190531,3.55,0.4399,0.6579,0.81,51.3004,51.4959,1.6492,1.2379,1.1591,89760.4831,89760.4831,60015.0432,318649.715,318649.715
1003,002254.SZ,20190531,10.59,0.4929,0.7642,0.66,41.3708,40.0226,2.9441,2.9776,2.7058,61083.36,61082.7019,39395.9019,646872.7824,646865.8131
1004,300120.SZ,20190531,6.33,0.7834,0.8711,0.72,18.4434,19.0903,1.2768,1.2036,1.2268,39220.1596,23206.817,20871.3367,248263.6103,146899.1516
1005,603595.SH,20190531,23.01,1.0892,1.0892,1.0,39.8741,,5.5121,5.2738,6.9438,19995.136,6969.0544,6969.0544,460088.0794,160357.9417
1006,300218.SZ,20190531,7.27,0.875,2.0612,1.56,68.4629,44.6297,1.6039,0.9393,0.9337,21698.7,21627.6394,9181.2394,157749.549,157232.9384
1007,300338.SZ,20190531,10.37,2.3397,2.8394,0.93,36.3036,34.4158,1.6074,2.462,2.2742,34517.7692,19889.1823,16388.8796,357949.2666,206250.8205
1008,002222.SZ,20190531,12.28,4.0542,5.4507,0.81,34.9034,35.2505,5.7393,10.6849,10.6835,42750.0,42292.4999,31456.9525,524970.0,519351.8988
1009,002240.SZ,20190531,9.31,7.0719,9.9311,1.63,31.1475,28.0898,2.2828,1.9749,1.9358,53534.3457,49065.3375,34939.3867,498404.7585,456798.2921
1010,603055.SH,20190531,10.84,1.9105,1.9105,2.72,17.2255,18.4893,2.3242,1.9957,2.0351,54760.0,10077.558,10077.558,593598.4,109240.7287
1011,600285.SH,20190531,8.77,1.0117,1.3472,1.04,21.1423,19.0528,2.3309,2.5051,2.4755,58644.9138,58644.9138,44039.7925,514315.894,514315.894
1012,603042.SH,20190531,13.15,3.0289,4.4921,1.07,,,2.3083,1.7361,1.9413,13600.0,10102.8572,6812.1237,178840.0,132852.5722
1013,002017.SZ,20190531,13.6,4.6769,8.5362,0.74,154.8762,153.8652,4.4492,5.2678,5.2211,44648.6084,44648.6084,24462.6235,607221.0742,607221.0742
1014,600171.SH,20190531,14.69,7.4793,10.1686,0.76,100.7208,56.478,3.9798,13.103,12.7489,69960.9514,67380.7773,49560.7773,1027726.3761,989823.6185
1015,601579.SH,20190531,8.76,0.387,0.9324,0.62,24.4987,27.6007,1.3534,3.6491,3.8133,49736.0,40000.0,16600.0,435687.36,350400.0
1016,600476.SH,20190531,20.8,21.4331,35.3305,0.95,2049.5365,276.6347,14.2107,10.7946,8.3246,16107.0,16107.0,9771.228,335025.6,335025.6
1017,300492.SZ,20190531,24.85,6.323,9.4386,1.83,77.3055,74.9321,7.504,9.5742,8.9448,8320.0,3610.6414,2418.7802,206752.0,89724.4388
1018,002070.SZ,20190531,2.31,0.0011,0.0012,0.0,,,,7.286,6.8922,63525.8156,58079.545,49955.7149,146744.634,134163.749
1019,300260.SZ,20190531,13.37,17.9092,41.6741,4.85,69.8988,60.7354,3.8389,2.2985,2.0038,20194.0,12691.1947,5453.9514,269993.78,169681.2731
1020,002662.SZ,20190531,3.58,0.7003,2.2092,0.86,58.8643,270.6128,1.0643,0.9924,1.0701,150000.0,144530.11,45816.11,537000.0,517417.7938
1021,002856.SZ,20190531,21.54,21.3057,21.3057,0.62,98.762,106.2762,3.9379,2.7385,2.9078,12160.8,3040.8,3040.8,261943.632,65498.832
1022,600754.SH,20190531,24.7,0.2927,1.1257,0.9,21.8586,20.6214,1.8193,1.6099,1.6005,95793.644,64851.774,16861.3154,2366103.0068,1601838.8178
1023,600277.SH,20190531,5.1,3.0086,5.7771,0.81,18.124,15.5826,0.9266,0.8041,0.8387,273894.0149,267400.5085,139258.8682,1396859.476,1363742.5934
1024,300116.SZ,20190531,1.62,2.2762,2.8157,0.92,,,,0.9858,1.3188,243252.4564,129412.2997,104617.1838,394068.9794,209647.9255
1025,300365.SZ,20190531,13.94,1.4146,1.8928,0.96,31.0993,31.1856,4.6124,7.1352,7.4746,60598.8969,32387.3643,24205.8,844748.6228,451479.8583
1026,600035.SH,20190531,3.59,1.4308,3.593,0.29,13.96,13.3432,0.9656,2.0205,1.9302,172808.682,152670.3152,60797.9193,620383.1684,548086.4316
1027,002336.SZ,20190531,5.51,0.3393,1.1273,0.71,,,1.6366,0.2982,0.3041,44000.0,37317.5,11232.09,242440.0,205619.425
1028,600847.SH,20190531,11.81,0.2243,0.2853,0.63,,,2.6602,3.1164,3.0278,15328.74,15328.74,12050.5964,181032.4194,181032.4194
1029,300192.SZ,20190531,9.64,2.1993,2.9465,0.79,83.5018,70.5362,3.1059,2.4369,2.4869,24255.0,16668.1489,12441.5319,233818.2,160680.9554
1030,300693.SZ,20190531,14.18,3.3493,3.8246,1.22,40.0263,50.6978,3.1653,3.6527,3.7672,13685.0329,7042.047,6166.8671,194053.7665,99856.2265
1031,002005.SZ,20190531,1.57,0.8724,1.0539,1.18,,,0.5004,0.6924,0.7303,176472.0,169189.7655,140051.4155,277061.04,265627.9318
1032,002151.SZ,20190531,25.86,5.9202,6.7132,1.16,118.9419,147.5843,3.1771,4.158,4.2034,49056.8032,29634.252,26133.6639,1268608.9308,766341.7567
1033,000404.SZ,20190531,4.33,0.2566,0.39,0.81,41.771,41.7354,0.9396,0.3382,0.3448,69599.5979,69463.678,45708.8069,301366.2589,300777.7257
1034,002034.SZ,20190531,15.37,0.3607,0.5674,0.46,20.9037,20.0184,1.7471,7.6542,7.3091,41656.5045,25904.4804,16469.2334,640260.4742,398151.8637
1035,000065.SZ,20190531,8.96,0.6873,1.5017,0.72,11.7024,12.3768,1.6401,0.6908,0.7316,76950.541,62894.3607,28784.5494,689476.8474,563533.4719
1036,000766.SZ,20190531,7.31,1.7228,2.4075,0.73,21.3538,21.8512,1.4835,3.3731,3.2957,96649.4707,61819.5584,44237.5252,706507.6308,451900.9719
1037,603259.SH,20190531,79.2,0.3338,0.7463,0.98,40.9945,39.3274,5.0402,9.6393,9.0485,117006.2286,71862.6073,32139.2173,9266893.3051,5691518.4982
1038,002381.SZ,20190531,8.16,1.8348,2.5114,0.74,21.4774,17.5595,2.1664,2.4728,2.3074,41157.2264,31296.0244,22865.0696,335842.9674,255375.5591
1039,002355.SZ,20190531,8.76,2.6481,3.7711,0.96,,,1.9441,2.8963,2.766,62478.1419,58377.3411,40992.5411,547308.523,511385.508
1040,000950.SZ,20190531,5.41,0.5561,1.0293,0.75,13.5369,13.6532,1.2521,0.3623,0.3382,172818.4696,71102.1545,38414.3413,934947.9205,384662.6558
1041,603998.SH,20190531,8.74,3.0481,5.8019,0.66,52.2794,51.8846,3.5403,3.6306,3.6659,43662.272,42519.672,22338.2945,381608.2573,371621.9333
1042,000792.SZ,20190531,7.53,0.5272,1.1583,0.59,,,1.4013,1.1727,1.0847,278609.0601,274989.9995,125169.9154,2097926.2226,2070674.6962
1043,601865.SH,20190531,12.23,41.9423,41.9423,2.31,58.5505,57.0481,5.9301,7.784,7.1923,195000.0,15000.0,15000.0,2384850.0,183450.0
1044,603126.SH,20190531,5.54,0.7869,1.6521,1.39,26.0595,28.7757,2.0334,1.8052,1.7265,61050.0,61050.0,29077.6025,338217.0,338217.0
1045,600490.SH,20190531,4.62,1.3442,1.6395,1.11,51.6581,66.1136,1.7111,0.725,0.6531,221864.7079,149136.9704,122274.4704,1025014.9505,689012.8032
1046,000419.SZ,20190531,4.61,0.3747,0.6733,0.88,17.7184,17.6737,0.8265,0.6657,0.684,54358.2655,54328.9983,30231.7499,250591.604,250456.6822
1047,002654.SZ,20190531,4.34,0.4774,0.6694,0.82,,,1.9153,0.8559,0.8757,90260.5378,63600.2378,45354.7721,391730.7341,276025.0321
1048,300672.SZ,20190531,52.8,3.7901,6.4241,1.0,106.158,65.7481,5.706,14.9035,14.8357,11293.5668,6873.2143,4055.0617,596300.327,362905.715
1049,603979.SH,20190531,8.53,1.2959,2.9738,2.6,17.0761,16.8723,1.2171,1.6026,1.5754,58340.8432,58340.8432,25422.3271,497647.3925,497647.3925
1050,300603.SZ,20190531,28.33,4.2809,4.6432,1.14,110.8952,59.7057,1.97,6.8577,5.4094,16187.4505,4828.034,4451.294,458590.4727,136778.2032
1051,603043.SH,20190531,30.08,1.8266,1.8266,2.3,31.6539,31.0933,6.08,4.7897,4.6292,40399.6184,12550.7224,12550.7224,1215220.5215,377525.7298
1052,300032.SZ,20190531,3.18,1.6678,2.276,1.02,,,1.8096,0.758,0.8544,80316.9608,78935.7454,57841.1389,255407.9353,251015.6704
1053,002297.SZ,20190531,8.22,4.0105,6.7249,1.48,143.1288,194.8252,2.5111,7.6055,8.6845,47131.5045,47009.1046,28034.4681,387420.967,386414.8398
1054,000417.SZ,20190531,5.27,0.2282,0.3683,0.83,18.3076,17.7917,1.0059,0.3848,0.374,77988.42,77902.7451,48263.6984,410998.9734,410547.4667
1055,000826.SZ,20190531,9.8,0.719,1.2848,0.75,21.7728,26.6584,1.0731,1.2752,1.2613,143057.8784,118565.6182,66351.1063,1401967.2083,1161943.0584
1056,300569.SZ,20190531,11.34,2.1832,2.3387,0.94,24.9343,22.8107,1.4314,1.8311,1.5762,22501.8,12691.2375,11847.4875,255170.412,143918.6333
1057,603385.SH,20190531,8.83,0.4513,0.7841,0.92,13.6576,13.197,1.0528,1.1247,1.1241,36939.6444,26372.6927,15179.0,326177.0601,232870.8765
1058,000017.SZ,20190531,4.43,1.6311,2.0637,0.54,,,175.2191,20.3697,20.853,55134.7947,30298.1008,23947.2261,244247.1405,134220.5865
